release,product,type,species,study,name,title,cost,rarity,set_number,number,id,in_starter_decks
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Entertainment,Liza,Headliner,5,Uncommon,A1,264,mk_liza_headliner_5,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Crafts,Lynnette,Night Printer,0,Rare,A1,413,mk_lynnette_night_printer_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Crafts,Lynnette,Bookbinder,1,Rare,A1,407,mk_lynnette_bookbinder_1,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Crafts,Lynnette,Press Feeder,2,Common,A1,6,mk_lynnette_press_feeder_2,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Lore,Lynnette,Lending Librarian,3,Super Rare,A1,549,mk_lynnette_lending_librarian_3,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Rabbit,Crafts,Lynnette,Master Printer,5,Uncommon,A1,263,mk_lynnette_master_printer_5,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Civics,Fingers,Rooftop Runner,0,Rare,A1,511,mk_fingers_rooftop_runner_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Crafts,Fingers,Chimney Sweep,1,Common,A1,95,mk_fingers_chimney_sweep_1,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Agriculture,Fingers,Root-Cellar Diver,2,Super Rare,A1,601,mk_fingers_root_cellar_diver_2,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Civics,Fingers,Master Locksmith,3,Uncommon,A1,381,mk_fingers_master_locksmith_3,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Crafts,Fingers,The One Who Gets In,4,Super Rare,A1,599,mk_fingers_the_one_who_gets_in_4,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Entertainment,Gabe,Corner Show,0,Uncommon,A1,370,mk_gabe_corner_show_0,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Crafts,Gabe,Puppet Maker,2,Uncommon,A1,380,mk_gabe_puppet_maker_2,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Entertainment,Gabe,Company of One,4,Rare,A1,516,mk_gabe_company_of_one_4,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Character,Raccoon,Entertainment,Gabe,The Whole Cast,5,Rare,A1,510,mk_gabe_whole_cast_5,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Event,,,A Glut of Squash,,0,Common,A1,100,mk_glut_of_squash,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Event,,,Fair Hearing,,0,Uncommon,A1,384,mk_fair_hearing,
Set 3,"Badger, Owl, Raccoon, Otter & Rabbit pack",Event,,,Thistle's Grange Supper,,0,Super Rare,A1,609,mk_thistles_grange_supper,
Set 3,Anything Goes pack,Character,Badger,Crafts,Morty,The Boiler Test,0,Super Rare,A1,562,mk_morty_the_boiler_test_0,
Set 3,Anything Goes pack,Character,Badger,Food,Morty,Mill Kitchen Cook,1,Common,A1,31,mk_morty_mill_kitchen_cook_1,
Set 3,Anything Goes pack,Character,Badger,Agriculture,Morty,Grain Miller,2,Common,A1,33,mk_morty_grain_miller_2,
Set 3,Anything Goes pack,Character,Badger,Crafts,Morty,Watermill Mechanic,3,Rare,A1,436,mk_morty_watermill_mechanic_3,
Set 3,Anything Goes pack,Character,Badger,Science,Morty,Steam Engineer,4,Uncommon,A1,307,mk_morty_steam_engineer_4,
Set 3,Anything Goes pack,Character,Badger,Crafts,Morty,Master Millwright,5,Common,A1,40,mk_morty_master_millwright_5,
Set 3,Anything Goes pack,Character,Badger,Lore,The Anonymous Scribe,Anonymous Scribe,2,Common,A1,35,mk_anonymous_scribe_2,
Set 3,Anything Goes pack,Character,Cat,Agriculture,Lindsay,Potting Helper,0,Rare,A1,472,mk_lindsay_potting_helper_0,
Set 3,Anything Goes pack,Character,Cat,Agriculture,Lindsay,The Other Bench,1,Uncommon,A1,336,mk_lindsay_the_other_bench_1,
Set 3,Anything Goes pack,Character,Cat,Agriculture,Lindsay,Glasshouse Hand,2,Rare,A1,477,mk_lindsay_glasshouse_hand_2,
Set 3,Anything Goes pack,Character,Cat,Agriculture,Lindsay,Herb Grower,3,Uncommon,A1,342,mk_lindsay_herb_grower_3,Lens & Lathe ×1
Set 3,Anything Goes pack,Character,Cat,Agriculture,Lindsay,Conservatory Keeper,4,Uncommon,A1,343,mk_lindsay_conservatory_keeper_4,
Set 3,Anything Goes pack,Character,Cat,Science,Lindsay,Moon Gardener,5,Uncommon,A1,340,mk_lindsay_moon_gardener_5,
Set 3,Anything Goes pack,Character,Cat,Entertainment,The Curtained Performer,Curtained Performer,2,Common,A1,66,mk_curtained_performer_2,
Set 3,Anything Goes pack,Character,Fox,Civics,Juniper,Messenger,1,Super Rare,A1,593,mk_juniper_messenger_1,
Set 3,Anything Goes pack,Character,Fox,Civics,Juniper,Courier Captain,2,Uncommon,A1,354,mk_juniper_courier_captain_2,
Set 3,Anything Goes pack,Character,Fox,Civics,Juniper,Ward Councillor,3,Common,A1,85,mk_juniper_ward_councillor_3,
Set 3,Anything Goes pack,Character,Fox,Civics,Juniper,Diplomat,4,Uncommon,A1,356,mk_juniper_diplomat_4,
Set 3,Anything Goes pack,Character,Fox,Science,Juniper,Stargazer,5,Common,A1,83,mk_juniper_stargazer_5,
Set 3,Anything Goes pack,Character,Fox,Science,The Obscured Observer,Obscured Observer,1,Common,A1,80,mk_obscured_observer_1,
Set 3,Anything Goes pack,Character,Mouse,Commerce,The Cloaked Tradesman,Cloaked Tradesman,1,Common,A1,18,mk_cloaked_tradesman_1,
Set 3,Anything Goes pack,Character,Otter,Science,JT,Ward Nurse,0,Rare,A1,441,mk_jt_ward_nurse_0,
Set 3,Anything Goes pack,Character,Otter,Science,JT,Children's Ward Nurse,2,Super Rare,A1,568,mk_jt_children_s_ward_nurse_2,
Set 3,Anything Goes pack,Character,Otter,Food,JT,Juice List,3,Rare,A1,446,mk_jt_juice_list_3,
Set 3,Anything Goes pack,Character,Otter,Food,JT,Juice Sommelier,5,Uncommon,A1,310,mk_jt_juice_sommelier_5,
Set 3,Anything Goes pack,Character,Otter,Agriculture,The Unlisted Grower,Unlisted Grower,2,Common,A1,49,mk_unlisted_grower_2,
Set 3,Anything Goes pack,Character,Owl,Crafts,The Veiled Wright,Veiled Wright,0,Rare,A1,485,mk_veiled_wright_0,
Set 3,Anything Goes pack,Character,Raccoon,Food,The Unknown Cook,Unknown Cook,0,Rare,A1,522,mk_unknown_cook_0,
Set 3,Anything Goes pack,Character,Squirrel,Civics,Dirt,Classroom Assistant,0,Rare,A1,452,mk_dirt_classroom_assistant_0,
Set 3,Anything Goes pack,Character,Squirrel,Civics,Dirt,"Schoolteacher, Upper Room",2,Rare,A1,453,mk_dirt_schoolteacher_upper_room_2,
Set 3,Anything Goes pack,Character,Squirrel,Crafts,Dirt,Figurine Painter,3,Uncommon,A1,326,mk_dirt_figurine_painter_3,
Set 3,Anything Goes pack,Character,Squirrel,Crafts,Dirt,Master Figuremaker,5,Uncommon,A1,328,mk_dirt_master_figuremaker_5,
Set 3,Anything Goes pack,Character,Squirrel,Civics,The Faceless Clerk,Faceless Clerk,0,Rare,A1,459,mk_faceless_clerk_0,
Set 3,Anything Goes pack,Event,,,Eustace's Ball,,0,Common,A1,99,mk_eustaces_ball,
Set 3,Anything Goes pack,Event,,,Friendship Festival,,0,Legendary,A1,654,mk_friendship_festival,
Set 3,Anything Goes pack,Event,,,Morty’s Boiler Test,,0,Common,A1,124,mk_mortys_boiler_test,
Set 3,Anything Goes pack,Event,,,Tax Day,,0,Common,A1,128,mk_tax_day,Lens & Lathe ×2
Set 3,Anything Goes pack,Town Building,,,The Gate Hut,Town Building,2,Super Rare,A1,612,mk_tb_gate_hut,Hedge & Holiday ×1; Lens & Lathe ×1
Set 3,Anything Goes pack,Town Building,,,The Muster Bell,Town Building,2,Common,A1,142,mk_tb_the_muster_bell,
Set 3,The Grand Exchange,Capital City Building,,,The Airport,Capital City Building,9,Common,A1,160,mk_bld_airport,
Set 3,The Grand Exchange,Capital City Building,,,The Fast Food Joint,Capital City Building,8,Common,A1,165,mk_bld_fast_food_joint,
Set 3,The Grand Exchange,Capital City Building,,,The Festival Green,Capital City Building,10,Uncommon,A1,396,mk_bld_festival_green,
Set 3,The Grand Exchange,Capital City Building,,,The Hospital,Capital City Building,7,Uncommon,A1,397,mk_bld_hospital,
Set 3,The Grand Exchange,Disruption,,,The Casino Fundraiser,,0,Super Rare,A1,635,mk_dx_casino_fundraiser,
Set 3,The Grand Exchange,Disruption,,,The Cutting Comes Down,,0,Super Rare,A1,628,mk_dx_landslide,
Set 3,The Grand Exchange,Disruption,,,The Lord Mayor's Fair,,0,Super Rare,A1,630,mk_dx_lord_mayors_fair,
Set 3,The Grand Exchange,Disruption,,,The Midsummer Fair,,0,Super Rare,A1,625,mk_dx_midsummer_fair,
Set 3,The Grand Exchange,Disruption,,,The Year It Stopped,,0,Super Rare,A1,636,mk_dx_the_year_it_stopped,
Set 3,The Grand Exchange,Market card,,,Founder's Grant,,4,Common,A1,172,mk_mkt_founders_grant,
Set 3,The Grand Exchange,Market card,,,Roger's Ha'penny,,2,Common,A1,174,mk_mkt_hapenny,
Set 3,The Grand Exchange,Market card,,,The Courier Network,,3,Common,A1,203,mk_mkt_courier_network,
Set 3,The Grand Exchange,Market card,,,The Double Shift Horn,,4,Common,A1,169,mk_mkt_double_shift_horn,
Set 3,The Grand Exchange,Market card,,,The Lucky Horseshoe,,3,Common,A1,204,mk_mkt_lucky_horseshoe,
Set 3,The Grand Exchange,Market card,,,The Mended Mangle,,3,Common,A1,193,mk_mkt_mended_mangle,
Set 3,The Grand Exchange,Market card,,,The Spare Room,,3,Common,A1,196,mk_mkt_spare_room,
Set 3,The Grand Exchange,Market card,,,The Town Archives,,5,Common,A1,191,mk_mkt_town_archives,
Set 3,The Grand Exchange,Market card,,,The Town Clock,,4,Common,A1,192,mk_mkt_town_clock,
Set 3,The Grand Exchange,Market Character,Cat,Crafts,Faustus,Threadmaster,5,Rare,A1,535,mk_faustus_threadmaster_5,
Set 3,The Grand Exchange,Market Character,Cat,Lore,Mittens,Rooftop Cat,4,Super Rare,A1,623,mk_mittens_rooftop_cat_4,
Set 3,The Grand Exchange,Market Character,Hedgehog,Civics,Bob,Gate Attendant,4,Super Rare,A1,620,mk_bob_gate_attendant_4,
Set 3,The Grand Exchange,Market Character,Squirrel,Commerce,Eustace,Socialite,3,Uncommon,A1,399,mk_eustace_socialite_3,
Set 3,The Grand Exchange,Ordinance,,,A Word With the Steward,Capital City Ordinance,0,Common,A1,229,mk_ord_a_word_with_the_steward,
Set 3,The Grand Exchange,Ordinance,,,The Quarry Road Is Out,Capital City Ordinance,0,Rare,A1,542,mk_ord_the_quarry_road,
